OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;geo_shape;geo_point_2d
245;60;INVALIDES;22 RUE DE CONSTANTINE;22 RUE DE CONSTANTINE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 47 05 36 47;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/08/2016;250,00;2600,00;NON;ND;ND;OUI;1820,00;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;3;125,00;356,00;1300,00;125,00;356,00;1300,00;26;1,60;88,00;250,00;910,00;10,00;649735.1488;6862363.2286;2019-05-01;1E 7E 7F 7G 7H 7J 7K 7L 7M 7N 8E 16H;0,40;0,80;13,60;NON;ND;ND;OUI;637,00;3609,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.314903052657177, 48.85934187855408]}";48.8593418786,2.31490305266
255;25;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;2 QUATER RUE DE LOBAU;E1;4;INDIGO;WWW.PARKINDIGO.FR;01 42 77 88 53;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;266,00;2660,00;OUI;1597,50;2130,00;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;17;133,00;373,00;1330,00;133,00;373,00;1330,00;132;1,60;93,00;261,00;931,00;14,00;652582.131;6862019.1125;2019-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,40;0,80;13,60;OUI;558,60;744,80;NON;ND;3413,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.353743285775988, 48.856463126329025]}";48.8564631263,2.35374328578
273;78;MARCADET;142 RUE MARCADET;142 RUE MARCADET;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;10;ND;78,00;211,00;788,00;ND;651526.081;6865905.5929;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1970,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.338907620507201, 48.89133469362022]}";48.8913346936,2.33890762051
181;23;ANVERS;41 BIS BOULEVARD DE ROCHECHOUART;41 BIS BOULEVARD DE ROCHECHOUART;E1;9;SAEMES;WWW.SAEMES.FR;01 42 81 05 11;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2018;227,00;2270,00;OUI;1271,20;1816,00;NON;ND;01/07/2018;0,95;1,90;3,75;5,65;7,50;11,25;15,00;26,25;30,00;33,75;33,75;33,75;33,75;33,75;11;113,50;323,50;1135,00;113,50;323,50;1135,00;31;1,30;79,40;226,40;794,00;10,00;651920.8886;6864941.3624;2019-05-01;9E 9F 9G 10G 18F 18G 18H;0,35;0,70;11,70;OUI;444,50;635,00;NON;ND;2838,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.344400979214491, 48.88269330904313]}";48.882693309,2.34440097921
189;181;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);16 RUE ÉMILE DURKHEIM, 43 QUAI FRANÇOIS MAURIAC;16 RUE EMILE DURKHEIM;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/09/2016;235,00;2350,00;OUI;1410,00;1880,00;NON;ND;01/09/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;16;118,00;329,00;1175,00;118,00;329,00;1175,00;16;1,20;82,00;230,00;823,00;10,00;654289.188;6859315.76;2019-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,30;0,60;10,80;OUI;493,50;658,00;NON;ND;2938,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.37729827816405, 48.83227518554877]}";48.8322751855,2.37729827816
283;19;MONTPARNASSE;120 QUATER ET 139 TER BOULEVARD MONTPARNASSE;120 QUATER BOULEVARD DU MONTPARNASSE;E1;14;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/08/2016;209,00;2174,00;NON;ND;ND;NON;ND;01/03/2018;1,15;2,30;4,60;6,90;9,20;13,80;18,40;31,60;35,60;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;ND;ND;1087,00;33;ND;79,00;225,00;822,00;ND;650878.1348;6860361.0764;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2714,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.330712196878272, 48.84142482117866]}";48.8414248212,2.33071219688
312;52;PYRAMIDES;14 TER ET 29 TER RUE DES PYRAMIDES;14 TER RUE DES PYRAMIDES;E1;1;SAEMES;WWW.SAEMES.FR;01 47 03 02 88;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;273,00;2757,30;OUI;1515,00;2020,00;NON;ND;01/01/2019;1,05;2,10;4,10;6,20;8,20;12,30;16,40;28,70;32,80;36,90;36,90;36,90;36,90;36,90;16;136,50;375,40;1378,60;136,50;375,40;1378,60;46;1,40;95,50;262,70;965,00;10,00;651087.7164;6862992.1655;2019-05-01;1E 2E;0,35;0,70;12,60;OUI;530,20;707,00;NON;ND;3446,60;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.33326493194373, 48.86510192467722]}";48.8651019247,2.33326493194
329;121;SAINTS PERES;47 TER RUE JACOB;47 TER RUE JACOB;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;5;ND;108,00;308,00;1124,00;ND;650987.5043;6861989.9198;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3456,00;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.332014551990611, 48.856081257227295]}";48.8560812572,2.33201455199
337;187;SUFFREN;8 TER PLACE JOFFRE, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;77 AVENUE DE SUFFREN;E3;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;648682.1805;6861496.003;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.300656792871296, 48.85146001526384]}";48.8514600153,2.30065679287
351;124;BAUDOYER;25 TER RUE DE RIVOLI;25 TER RUE DE RIVOLI;E1;4;REALPARK S.A.;WWW.REALPARK.FR;01 44 17 18 19;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/03/2014;249,00;2500,00;NON;ND;ND;NON;ND;01/05/2019;1,10;2,20;4,60;6,80;9,20;14,00;18,80;32,40;36,00;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;ND;ND;ND;11;ND;100,00;ND;ND;ND;652682.0008;6861991.8726;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.355107379670252, 48.85622550328393]}";48.8562255033,2.35510737967
219;12;FOCH;4, 37 ET 45 AVENUE FOCH;37 AVENUE FOCH;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 00 44 78;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;305,00;3050,00;NON;ND;ND;OUI;2065,00;01/01/2019;2,25;3,40;4,50;6,80;9,00;13,50;18,00;31,50;36,00;40,50;45,00;45,00;45,00;45,00;8;152,50;427,00;1525,00;152,50;427,00;1525,00;18;1,50;106,75;298,90;1067,50;10,00;647569.2869;6863811.9665;2019-05-01;TOUT PARIS;0,75;1,15;15,75;NON;ND;ND;NON;ND;3812,50;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.285205751250707, 48.87219740665103]}";48.8721974067,2.28520575125
222;54;FRANCOIS 1ER;17 QUATER RUE FRANÇOIS 1ER;17 QUATER RUE FRANCOIS 1ER;E1;8;INTERPARKING;WWW.INTERPARKING-FRANCE.COM;01 47 23 41 45;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/04/2018;263,00;2625,00;OUI;1050,00;2100,00;NON;ND;19/10/2017;0,95;1,90;3,80;5,70;7,60;11,40;15,20;26,60;30,40;34,20;34,20;34,20;34,20;34,20;13;132,00;368,00;1313,00;132,00;368,00;1313,00;18;1,30;73,50;195,50;735,00;10,00;649070.4624;6863247.395;2019-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;0,65;11,95;OUI;367,50;735,00;NON;ND;3281,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.30573805940525, 48.8672408109973]}";48.867240811,2.30573805941
267;72;MAIRIE DU 17 EME;20 RUE DES BATIGNOLLES;20 RUE DES BATIGNOLLES;E1;17;SAEMES;WWW.SAEMES.FR;01 53 04 30 10;180;;VISITEURS ET ABONNES;08h / 22h45;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2018;228,00;2280,00;NON;ND;ND;NON;ND;01/07/2018;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;5;ND;ND;ND;ND;ND;ND;37;1,40;91,00;246,00;912,00;15,00;650251.6766;6865168.8881;2019-05-01;ND;0,40;0,70;12,60;NON;ND;ND;OUI;684,00;2850,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.321614320614963, 48.88461257470296]}";48.8846125747,2.32161432061
275;86;MARCHE SAINT GERMAIN;2 TER RUE LOBINEAU;2 TER RUE LOBINEAU;E1;6;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/10/2017;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;116,80;321,20;1168,00;10,00;651338.7845;6861511.677;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2880,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.336856619450978, 48.851807089958285]}";48.85180709,2.33685661945
176;28;ALBAN SATRAGNE MAGENTA;9 TER SQUARE ALBAN SATRAGNE;9 TER SQUARE ALBAN SATRAGNE;E1;10;INDIGO;WWW.PARKINDIGO.FR;01 47 70 25 36;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;193,00;2005,00;NON;ND;ND;OUI;1404,00;01/03/2018;1,15;2,30;4,60;6,90;9,20;13,80;18,40;31,60;35,60;39,60;39,60;39,60;39,60;39,60;16;ND;ND;ND;97,00;275,00;1003,00;50;1,60;94,00;268,00;978,00;10,00;652697.2812;6864118.628;2019-05-01;10E 10F 10G;0,40;0,80;13,80;NON;ND;ND;NON;ND;2506,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.355078894743535, 48.87535218494883]}";48.8753521849,2.35507889474
320;160;SAINT GERMAIN (GARAGE);169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;24/12/2016;325,00;3250,00;OUI;1950,00;2600,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;162,50;455,00;1625,00;162,50;455,00;1625,00;0;ND;ND;ND;ND;10,00;650918.1711;6861771.406;2019-05-01;1E 4E 5E 5H 5J 6E 6F 6G 7L 7M 7N;ND;ND;ND;NON;ND;ND;NON;ND;4358,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.331094890665365, 48.85411090637123]}";48.8541109064,2.33109489067
333;50;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;18 M RUE SOUFFLOT;E1;5;INDIGO;WWW.PARKINDIGO.FR;01 43 26 15 54;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;239,00;2486,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;2;119,50;341,00;1243,00;119,50;341,00;1243,00;32;1,20;83,60;238,70;870,10;10,10;651746.2924;6860989.5635;2019-05-01;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;3077,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.342469029767626, 48.847142395599]}";48.8471423956,2.34246902977
253;98;LECOURBE (SURFACE);50/M BOULEVARD GARIBALDI;50 M BOULEVARD GARIBALDI;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;01/01/2019;106,70;1067,00;OUI;640,00;853,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;53,30;152,50;533,50;53,30;152,50;533,50;0;ND;ND;ND;ND;ND;649081.686;6860924.522;2019-05-01;6F 7F 7H 7J 7K 7M 7N 15F 15G 15H 15J 15K 15L 15R;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.306169277474327, 48.84635242650136]}";48.8463524265,2.30616927747
264;180;MAINE BASCH ALESIA;204 TER ET 205 TER AVENUE DU MAINE;205 TER AVENUE DU MAINE;E2;14;INDIGO;WWW.PARKINDIGO.FR;01 43 20 56 99;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;193,00;2007,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;10;96,50;275,00;1004,00;96,50;275,00;1004,00;48;1,20;68,00;194,00;707,00;10,00;650573.9074;6858962.4816;2019-05-01;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;2509,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.3267297596816983, 48.82882391859021]}";48.8288239186,2.32672975968
268;102;MAIRIE DU 19EME;5 RUE ANDRÉ DUBOIS;5 RUE ANDRE DUBOIS;E1;19;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;ND;114,00;ND;ND;ND;ND;13;ND;68,00;182,00;673,00;ND;654659.506;6865010.6048;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1683,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.381735360133649, 48.88351464193063]}";48.8835146419,2.38173536013
298;9;POLYTECHNIQUE;13 BIS RUE JACQUES-HENRI LARTIGUE;13 BIS RUE JACQUES HENRI LARTIGUE;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;13;ND;89,00;260,00;992,00;ND;652378.7469;6860961.8453;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2479,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.351089908200993, 48.84694017882919]}";48.8469401788,2.3510899082
319;80;ROQUETTE;16 RUE SERVAN;16 RUE SERVAN;E1;11;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;OUI;01/01/2019;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;14;ND;46,00;122,00;443,00;ND;654785.9444;6862379.7442;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1108,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.383739384704096, 48.85986469665986]}";48.8598646967,2.3837393847
