OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;geo_shape;geo_point_2d
285;82;MOZART;2 RUE DE LA CURE;2 RUE DE LA CURE;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;01/07/2017;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;5;ND;ND;ND;ND;ND;646338.2507;6861773.6824;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2821,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.268681190575788, 48.8537661911968]}";48.8537661912,2.26868119058
287;92;ORSAY 1 (SURFACE);87/M QUAI D'ORSAY;87 M QUAI D ORSAY;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;01/01/2019;137,00;1370,00;OUI;822,00;1096,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;68,50;195,00;685,00;68,50;195,00;685,00;0;ND;ND;ND;ND;ND;648857.967;6862686.7814;2019-05-01;7E 7F 7G 7J 7L 7M 8E 16H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.302908976434032, 48.86218249213813]}";48.8621824921,2.30290897643
300;114;PORTE D ASNIERES;2 AVENUE DE LA PORTE D'ASNIÈRES;2 AVENUE DE LA PORTE D ASNIERES;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;OUI;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;5;ND;ND;ND;936,00;ND;648961.2958;6865841.8216;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1581,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.303938244548789, 48.89056301411726]}";48.8905630141,2.30393824455
302;35;PORTE DE CHAMPERRET;6 TER AVENUE DE LA PORTE DE CHAMPERRET, 10 BOULEVARD DE L'YSER;10 BOULEVARD DE L YSER;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;148,00;1539,00;NON;ND;ND;OUI;1082,00;01/03/2018;1,05;2,10;4,20;6,30;8,40;12,60;16,80;28,80;32,40;36,00;36,00;36,00;36,00;36,00;29;ND;ND;ND;74,00;211,00;770,00;37;1,40;72,00;205,00;749,00;16,00;647780.313;6865242.2589;2019-05-01;17E 17F 17G 17H 17L 17M 17N;0,35;0,70;11,65;NON;ND;ND;OUI;520,00;1924,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.287906696544323, 48.88507669035429]}";48.8850766904,2.28790669654
304;38;PORTE DE CLIGNANCOURT;20 AVENUE DE LA PORTE DE CLIGNANCOURT;20 AVENUE DE LA PORTE DE CLIGNANCOURT;E1;18;SAGS;WWW.SAGS.FR;01 42 64 03 82;190;230;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/02/2018;106,00;1060,00;OUI;422,50;845,00;NON;ND;01/03/2019;0,80;1,60;3,40;5,00;6,80;10,20;13,60;22,40;23,20;24,00;24,00;24,00;24,00;24,00;11;53,00;148,50;530,00;53,00;148,50;530,00;33;1,20;37,00;103,00;370,00;10,00;651950.991;6866858.0397;2019-05-01;18E 18F 18G 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;0,25;0,50;8,40;OUI;147,50;295,00;NON;ND;1325,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.344594506515061, 48.89993149976069]}";48.8999314998,2.34459450652
311;65;PRONY;37 RUE DE PRONY;37 RUE DE PRONY;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;649093.5449;6864832.8018;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.305862719552195, 48.88149975076604]}";48.8814997508,2.30586271955
341;153;UNIVERSITE DIDEROT (RIVE GAUCHE);29 RUE THOMAS MANN;29 RUE THOMAS MANN;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 24 05 37;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/09/2016;183,00;1830,00;OUI;878,40;1464,00;NON;ND;01/09/2016;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,40;25,60;28,80;28,80;28,80;28,80;28,80;26;92,00;256,00;915,00;92,00;256,00;915,00;16;0,80;64,00;179,00;641,00;10,00;654407.857;6858995.124;2019-05-01;TOUT PARIS;0,20;0,40;7,20;OUI;307,20;512,00;NON;ND;2968,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.37894914940963, 48.8294000668681]}";48.8294000669,2.37894914941
248;184;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY;6 TER PLACE JOFFRE;E2;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;OUI;OUI;NON;OUI;01/01/2016;191,00;1986,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;1;95,50;272,00;993,00;95,50;272,00;993,00;19;1,60;76,00;218,00;799,00;10,00;648924.414;6861784.598;2019-05-01;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;3110,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.303923035302143, 48.854074566653914]}";48.8540745667,2.3039230353
188;14;BERGSON;18 RUE DE LABORDE;18 RUE DE LABORDE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 22 84 96;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/08/2016;307,00;3092,00;NON;ND;ND;OUI;2164,40;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;0;ND;ND;ND;153,50;423,30;1546,00;54;ND;96,00;273,60;998,40;ND;650138.2307;6864185.8349;2019-05-01;8H 8J 8K 8L 9E 9G 17K 17R;ND;ND;ND;NON;ND;ND;NON;ND;3575,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.320182816695376, 48.87576351322498]}";48.8757635132,2.3201828167
292;76;PATRIARCHES;42 TER RUE DAUBENTON;42 TER RUE DAUBENTON;E1;5;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 43 37 43 56;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;290,00;2900,00;OUI;1740,00;2320,00;NON;ND;01/01/2018;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;7;145,00;406,00;1450,00;145,00;406,00;1450,00;20;1,50;101,50;284,20;1015,00;10,00;652372.6068;6860219.4177;2019-05-01;5E 5F 5G 5H 5J 6E 6G 13H 13J 13K 14P;0,40;0,80;13,50;OUI;609,00;812,00;NON;ND;3625,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.351089380603923, 48.8402630659288]}";48.8402630659,2.3510893806
318;159;ROND POINT DES CHAMPS ELYSEES;2/M ROND-POINT DES CHAMPS ÉLYSÉES-MARCEL DASSAULT;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 04 83;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/08/2016;260,00;2704,00;NON;;;OUI;1892,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;12;130,00;370,50;1352,00;130,00;370,50;1352,00;35;1,60;91,00;259,40;947,00;12,40;649454.5665;6863510.4723;2019-05-01;ND;0,40;0,80;13,60;NON;;;NON;;3256,90;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.310942533945341, 48.86963686106196]}";48.8696368611,2.31094253395
202;125;CHAMPS ELYSEES PIERRE CHARRON;67 TER RUE PIERRE CHARRON;67 TER RUE PIERRE CHARRON;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 40 74 09 60;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;288,00;2927,00;OUI;1756,20;2341,60;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;8;144,00;388,00;1463,50;144,00;388,00;1463,50;10;1,60;100,00;270,00;1021,00;10,20;648979.0427;6863579.2599;2019-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;0,40;0,80;13,60;OUI;612,60;816,80;NON;ND;6207,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.304452059212324, 48.87021795799878]}";48.870217958,2.30445205921
226;118;GENERAL BEURET;31 RUE DU GÉNÉRAL BEURET;31 RUE DU GENERAL BEURET;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;185;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;648791.7875;6860241.6877;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1719,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.302301435486304, 48.840188747594375]}";48.8401887476,2.30230143549
265;33;MAIRIE DU 14 EME;1 TER RUE CHARLES DIVRY;1 TER RUE CHARLES DIVRY;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2018;252,00;2520,00;OUI;1512,00;2016,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;126,00;359,00;1260,00;0;ND;ND;ND;ND;ND;650634.6318;6859442.3527;2019-05-01;14H 14J 14L 14M 14N 14P;ND;ND;ND;OUI;529,20;705,60;NON;ND;3150,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.327501223114382, 48.83314409585461]}";48.8331440959,2.32750122311
184;29;BASTILLE;29 BOULEVARD DE LA BASTILLE;29 BOULEVARD DE LA BASTILLE;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 43 46 74 14;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;194,00;2016,00;NON;ND;ND;OUI;1412,00;01/08/2016;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;7;97,00;276,00;1008,00;97,00;276,00;1008,00;20;1,20;68,00;194,00;706,00;10,20;653658.0165;6861234.5702;2019-05-01;5F 5G 34F 11G 11H 11K 12E;0,30;0,60;10,80;NON;ND;ND;OUI;493,90;2647,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.368491376720584, 48.84948606619471]}";48.8494860662,2.36849137672
296;53;PLACE VICTOR HUGO;76 AVENUE VICTOR HUGO;76 AVENUE VICTOR HUGO;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 04 75 81;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;315,00;3276,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;6;157,50;449,00;1638,00;157,50;449,00;1638,00;28;1,60;110,00;314,00;1147,00;10,00;647514.3316;6863506.5273;2019-05-01;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;4095,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.284494311188787, 48.869446200015354]}";48.8694462,2.28449431119
297;85;POLIVEAU;39 BIS RUE POLIVEAU;39 BIS RUE POLIVEAU;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;OUI;01/07/2015;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;2;ND;ND;189,00;ND;ND;652839.9395;6860165.287;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1628,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.357462383641482, 48.83981063541423]}";48.8398106354,2.35746238364
316;116;RIVOLI SEBASTOPOL;5 TER RUE PERNELLE;5 TER RUE PERNELLE;E1;4;SAEMES;WWW.SAEMES.FR;01 42 72 29 93;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/07/2018;248,00;2480,00;NON;ND;ND;OUI;1736,00;01/01/2018;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;3;ND;ND;ND;124,00;316,00;1240,00;17;1,50;99,00;253,00;992,00;ND;652332.3711;6862237.7104;2019-05-01;1E 2E 3E 4E 34F 5G 5J;0,40;0,75;13,50;NON;ND;ND;OUI;744,00;3286,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.350314956655983, 48.858410523497334]}";48.8584105235,2.35031495666
343;6;VENDOME;26 TER PLACE VENDÔME;26 TER PLACE VENDOME;E1;1;INDIGO;WWW.PARKINDIGO.FR;01 42 60 50 00;190;;VISITEURS ET ABONNES;24h / 24;ELEVATEUR PREVU;OUI;NON;NON;NON;01/08/2016;294,00;3040,00;NON;ND;ND;OUI;2128,00;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;30;ND;ND;ND;ND;ND;1520,00;0;1,60;76,50;218,00;795,60;ND;650865.3421;6863304.9314;2019-05-01;1E 2E 6E 7L 8E 8H 8K 9G;0,40;0,80;13,60;NON;ND;ND;NON;ND;3953,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.330197676111157, 48.867897643255695]}";48.8678976433,2.33019767611
192;48;BOURSE;12 QUATER PLACE DE LA BOURSE;12 QUATER PLACE DE LA BOURSE;E1;2;INDIGO;WWW.PARKINDIGO.FR;01 42 96 47 04;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;OUI;01/08/2016;357,00;3914,00;NON;ND;ND;OUI;2739,80;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;3;ND;ND;ND;ND;ND;1957,00;64;ND;75,00;213,75;825,00;10,00;651653.9829;6863512.3035;2019-05-01;1E 2E 3E 9E 9F 9G 10F 10G;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.340924308094133, 48.86982217581348]}";48.8698221758,2.34092430809
206;34;CITROEN CEVENNES;45 BIS RUE LEBLANC;45 BIS RUE LEBLANC;E1;15;INDIGO;WWW.PARKINDIGO.FR;01 45 57 32 69;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/08/2016;199,00;2070,00;OUI;1240,50;1654,00;NON;ND;01/01/2017;0,85;1,70;3,40;5,10;6,80;10,20;13,60;23,80;27,20;30,60;30,60;30,60;30,60;30,60;12;99,50;284,00;1035,00;99,50;284,00;1035,00;18;0,80;70,00;200,00;728,00;10,00;646885.427;6860116.672;2019-05-01;15M 15N 15P 15W 15X;0,20;0,40;7,20;OUI;436,50;582,00;NON;ND;2588,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.27634480778421, 48.83891018142862]}";48.8389101814,2.27634480778
266;21;MAIRIE DU 15 EME LECOURBE;147 RUE LECOURBE;147 RUE LECOURBE;E1;15;SAEMES;WWW.SAEMES.FR;ND;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/02/2018;225,00;2250,00;OUI;1350,00;1800,00;NON;ND;01/02/2018;0,90;1,90;3,80;5,70;7,60;11,40;15,20;26,60;30,40;34,20;34,20;34,20;34,20;34,20;9;112,50;320,65;1125,00;112,50;320,65;1125,00;13;1,30;78,75;224,40;787,50;10,00;648343.4735;6860293.6674;2019-05-01;15J 15K 15L 15P 15R 15V;0,30;0,60;11,90;OUI;472,50;630,00;NON;ND;2812,50;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.296187283756215, 48.84062042003202]}";48.84062042,2.29618728376
270;164;MALESHERBES ANJOU;20 TER ET 35 TER BOULEVARD MALESHERBES;35 TER BOULEVARD MALESHERBES;E2;8;SAGS;WWW.SAGS.FR;ND;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/02/2018;280,00;2800,00;OUI;1568,00;2240,00;NON;ND;01/02/2018;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;0;140,00;392,00;1400,00;140,00;392,00;1400,00;19;1,40;98,00;274,40;980,00;10,00;650184.0352;6863888.2504;2019-05-01;1E 2E 8H 8J 8K 8L;0,35;0,70;12,60;OUI;548,80;784,00;NON;ND;3500,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.320842181977296, 48.87309096043213]}";48.8730909604,2.32084218198
274;140;MARCEAU ETOILE;75 BIS AVENUE MARCEAU;75 BIS AVENUE MARCEAU;E1;16;Q PARK;WWW.Q-PARK.FR;01 40 70 10 10;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/01/2019;320,00;3090,00;NON;ND;ND;OUI;2160,00;01/01/2019;1,35;2,70;5,40;8,10;10,80;16,20;21,60;37,80;43,20;43,20;43,20;43,20;43,20;43,20;10;ND;ND;ND;130,00;ND;1560,00;10;ND;150,00;415,00;1170,00;ND;648415.6377;6863722.0809;2019-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4561,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.296754452263768, 48.871457432883716]}";48.8714574329,2.29675445226
178;179;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;6 TER AVENUE GEORGE V;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 47 23 06 86;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;305,00;3172,00;NON;ND;ND;OUI;2220,40;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;152,50;434,50;1586,00;0;ND;122,00;347,60;1268,80;ND;648773.0928;6863047.9895;2019-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585,30;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.301708621153458, 48.86542402007639]}";48.8654240201,2.30170862115
288;93;ORSAY 2 (SURFACE);71/M QUAI D'ORSAY;71 M QUAI D ORSAY;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2019;137,00;1370,00;OUI;822,00;1096,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;68,50;195,00;685,00;68,50;195,00;685,00;0;ND;ND;ND;ND;ND;649064.7081;6862691.848;2019-05-01;7E 7F 7G 7J 7L 7M 8E 16H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.305726206429869, 48.862244435513304]}";48.8622444355,2.30572620643
306;40;PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 29 31 96;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;124,00;1240,00;NON;ND;ND;OUI;950,00;01/07/2018;0,80;1,60;3,20;4,80;6,40;9,60;12,80;22,40;25,60;28,80;32,00;35,20;38,40;38,40;10;ND;ND;ND;ND;ND;ND;4;ND;43,40;ND;ND;ND;650834.5461;6866880.2226;2019-05-01;17R 17S 17T 17U 18E 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.329363957021306, 48.900046678656324]}";48.9000466787,2.32936395702
336;186;SUFFREN;8 TER PLACE JOFFRE, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;13 AVENUE EMILE ACOLLAS;E2;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;648718.3792;6861544.0982;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.301144270987128, 48.851895412601436]}";48.8518954126,2.30114427099
205;152;CITE DE LA MODE AUSTERLITZ (RIVE GAUCHE);29 TER QUAI D'AUSTERLITZ;29 TER QUAI D AUSTERLITZ;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 24 20 13;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;01/09/2016;235,00;2350,00;OUI;1410,00;1880,00;NON;ND;01/09/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;22;118,00;329,00;1175,00;118,00;329,00;1175,00;0;1,20;82,00;230,00;823,00;10,00;653846.472;6860103.991;2019-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,30;0,60;10,80;OUI;493,50;658,00;NON;ND;2938,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.371182064690275, 48.839332269117826]}";48.8393322691,2.37118206469
214;178;ETOILE FRIEDLAND;14 TER ET 39 TER AVENUE FRIEDLAND;39 TER AVENUE FRIEDLAND;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 42 89 69 64;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;292,00;2936,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;6;ND;ND;ND;ND;ND;1468,00;5;ND;ND;ND;ND;ND;648578.5631;6863999.7158;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.298941880979487, 48.87396715524849]}";48.8739671552,2.29894188098
217;103;FAUBOURG SAINT ANTOINE;83 TER AVENUE LEDRU-ROLLIN;83 TER AVENUE LEDRU ROLLIN;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 44 75 52 43;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;234,00;2434,00;NON;ND;ND;NON;ND;01/08/2016;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;8;ND;ND;ND;ND;ND;1214,00;31;ND;ND;380,00;1398,00;ND;654179.463;6861395.5734;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.375579552957848, 48.850971257949695]}";48.8509712579,2.37557955296
221;166;FOCH;4, 37 ET 45 AVENUE FOCH;47 AVENUE FOCH;E3;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 00 44 78;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;305,00;3050,00;NON;ND;ND;OUI;2065,00;01/01/2019;2,25;3,40;4,50;6,80;9,00;13,50;18,00;31,50;36,00;40,50;45,00;45,00;45,00;45,00;8;152,50;427,00;1525,00;152,50;427,00;1525,00;18;1,50;106,75;298,90;1067,50;10,00;647413.6823;6863787.5687;2019-05-01;TOUT PARIS;0,75;1,15;15,75;NON;ND;ND;NON;ND;3812,50;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.283087511144891, 48.871965318110014]}";48.8719653181,2.28308751114
